department,course,name,units,description,prereqs,satisfies,grading,repeatable,crosslist,sustainability,notes
CS,149,Operating Systems,3 unit(s),"Fundamentals: Contiguous and non-contiguous memory management; processor scheduling and interrupts; concurrent, mutually exclusive, synchronized and deadlocked processes; parallel computing; files. Substantial programming project required.","Prerequisite(s): CS 47 or CMPE 102 (with a grade of “C-” or better), and CS 146 (with a grade of “C-” or better). Allowed Declared Majors: Computer Science, Applied and Computational Math, Forensic Science: Digital Evidence, or Software Engineering Majors only; or Instructor Consent.",,Grading: Letter Graded,,,,
CS,151,Object-Oriented Design,3 unit(s),Design of classes and interfaces. Object-oriented design methodologies and notations. Design patterns. Generics and reflection. Exception handling. Concurrent programming. Graphical user interface programming. Software engineering concepts and tools. Required team-based programming assignment.,"Prerequisite(s): MATH 42, CS 46B, and [(CS 48 or CS 49J) if CS 46B was not in Java], each with a grade of C- or better; Allowed Declared Majors: Computer Science, Applied and Computational Math, Software Engineering, or Data Science; or instructor consent.",,Grading: Letter Graded,,,,
CS,152,Programming Paradigms,3 unit(s),"Programming language syntax and semantics. Data types and type checking. Scope, bindings, and environments. Functional and logic programming paradigms, and comparison to other paradigms. Extensive coverage of a functional language.","Prerequisite(s): CS 151 or CMPE 135 (with a grade of “C-” or better); Computer Science, Applied and Computational Math or Software Engineering Majors only; Allowed Majors: Computer Science or Software Engineering; or instructor consent.",,Grading: Letter Graded,,Cross-listed with SE 152. Computer Science is responsible for scheduling.,,
CS,153,Concepts of Compiler Design,3 unit(s),"Theoretical aspects of compiler design, including parsing context free languages, lexical analysis, translation specification and machine-independent code generation. Programming projects to demonstrate design topics.","Prerequisite(s): CS 47 or CMPE 102, CS 146, and CS 154 (with a grade of “C-” or better in each); Allowed Major: Computer Science only; or instructor consent.",,Grading: Letter Graded,,Cross-listed with SE 153. Computer Science is responsible for scheduling.,,
CS,154,Formal Languages and Computability,3 unit(s),"Finite automata, context-free languages, Turing machines, computability.","Prerequisite(s): MATH 42 or MATH 42X and CS 46B (with a grade of “C-” or better in each); Allowed Declared Majors: Computer Science, Applied and Computational Mathematics, or Software Engineering, or instructor consent.",,Grading: Letter Graded,,Cross-listed with SE 154. Computer Science is responsible for scheduling.,,
CS,155,Introduction to the Design and Analysis of Algorithms,3 unit(s),"Algorithm design techniques: dynamic programming, greedy algorithms, Euclidean and extended Euclidean algorithms, Discrete and Fast Fourier transforms. Analysis of algorithms, intractable problems and NP-completeness. Additional topics selected from: selection algorithms and adversary arguments, approximation algorithms, parallel algorithms, and randomized algorithms.",Prerequisite(s): CS 146 (with a grade of “C-” or better). Computer Science or Software Engineering majors only.,,Grading: Letter Graded,,,,
CS,156,Introduction to Artificial Intelligence,3 unit(s),"Basic concepts and techniques of artificial intelligence: problem solving, search, deduction, intelligent agents, knowledge representation. Topics chosen from logic programming, game playing, planning, machine learning, natural language, neural nets, robotics.","Prerequisite(s): CS 146 (with a grade of “C-” or better); Allowed Majors: Computer Science, Data Science, Applied and Computational Mathematics or Software Engineering; or instructor consent.",,Grading: Letter Graded,,Cross-listed with SE 156. Computer Science is responsible for scheduling.,,
CS,157A,Introduction to Database Management Systems,3 unit(s),Relational data model. Relational algebra. Standard SQL. Design theory. Conceptual data modeling. Integrity constraints and triggers. Views and indexes. Transactions. Distributed data management. Interactive and programmatic interfaces to database systems. Application programming project using a prominent database system.,"Prerequisite(s): CS 146 (with a grade of “C-” or better); Computer Science, Applied and Computational Math, Forensic Science: Digital Evidence, or Software Engineering majors only; or instructor consent.",,Grading: Letter Graded,,,,
CS,157B,Database Management Systems II,3 unit(s),"Survey course. Object-oriented data model, definition language, query language. Object relational database systems. Database trends like active, temporal, multimedia, deductive databases. Web database topics, namely, architectures, introduction to interface languages. Team projects.","Prerequisite(s): CS 157A (with a grade of “C-” or better); Computer Science, Applied and Computational Math, Forensic Science: Digital Evidence, or Software Engineering Majors only; or instructor consent.",,Grading: Letter Graded,,Cross-listed with SE 157B. Computer Science is responsible for scheduling.,,
CS,157C,NoSQL Database Systems,3 unit(s),"NoSQL Data Models: Key-Value, Wide Column, Document, and Graph Stores. CAP Theorem. Distribution Models. Current NoSQL Databases: Configuration and Deployment, CRUD operations, Indexing, Replication, and Sharding. Public Data Sets. API Coding and Application Development.  NoSQL in the Cloud. Team Project.",Prerequisite(s): CS 157A with a “C- or better”,,Grading: Letter Graded,,,,
CS,158A,Computer Networks,3 unit(s),"Introduction to computer networks, including network layered architectures, local and wide area networks, mobile wireless networks, Internet TCP/IP protocol suite, network resource management, network programming, network performance, network security, network applications.",Prerequisite(s): CS 146 and CS 47 (with grades of “C-” or better); or instructor consent.,,Grading: Letter Graded,,,,
